id,begin_line,end_line,primitive,texture,format,palette,geometry_events,vp_complete
795,170764,170765,6,0x2571480,0x6640b29,0x25729c0,0,True
796,170775,170776,6,0x256aa80,0x6640b29,0x256bfc0,0,True
797,170791,170793,6,0x1de0580,0x7850b29,0x1debc00,1,True
798,170984,170985,6,0x271c900,0x7850b29,0x2727380,0,True
799,171000,171001,6,0x2572f00,0x6640b29,0x2574440,0,True
800,171011,171012,6,0x2569000,0x6640b29,0x256a540,0,True
801,171027,171029,6,0x1de0580,0x7850b29,0x1dec000,1,True
802,171220,171221,6,0x271c900,0x7850b29,0x2727380,0,True
803,171236,171237,6,0x256c500,0x6640b29,0x256da40,0,True
804,171247,171248,6,0x2572f00,0x6640b29,0x2574440,0,True
805,171263,171265,6,0x1de0580,0x7850b29,0x1dec000,1,True
806,171456,171457,6,0x271c900,0x7850b29,0x2727380,0,True
807,171472,171473,6,0x2567580,0x6640b29,0x2568ac0,0,True
808,171483,171484,6,0x256aa80,0x6640b29,0x256bfc0,0,True
809,171499,171501,6,0x1de0580,0x7850b29,0x1debc00,1,True
810,171692,171693,6,0x271c900,0x7850b29,0x2727380,0,True
811,171708,171709,6,0x256c500,0x6640b29,0x256da40,0,True
812,171719,171720,6,0x256fa00,0x6640b29,0x2570f40,0,True
813,171735,171737,6,0x1de0580,0x7850b29,0x1deb000,1,True
814,171928,171929,6,0x271c900,0x7850b29,0x2727380,0,True
815,171944,171945,6,0x2567580,0x6640b29,0x2568ac0,0,True
816,171955,171956,6,0x256c500,0x6640b29,0x256da40,0,True
817,171971,171973,6,0x1de0580,0x7850b29,0x1dec400,1,True
818,172180,172182,6,0x21f4080,0x8860b29,0x2209a00,1,True
819,172373,172375,6,0x21f4080,0x8860b29,0x2209e00,1,True
820,172592,172595,6,0x1d25200,0x7750b29,0x1d2a740,2,True
821,172798,172801,6,0x1d25200,0x7750b29,0x1d2a740,2,True
822,173066,173069,6,0x21d3080,0x7850b29,0x21ddb00,2,True
823,173320,173323,6,0x21d3080,0x7850b29,0x21ddb00,2,True
824,173574,173577,6,0x21d3080,0x7850b29,0x21ddb00,2,True
825,173828,173831,6,0x21d3080,0x7850b29,0x21ddf00,2,True
826,174082,174085,6,0x21d3080,0x7850b29,0x21ddf00,2,True
827,174290,174292,6,0x21ac380,0x8860b29,0x21c18c0,1,True
828,174483,174485,6,0x21ac380,0x8860b29,0x21c1d00,1,True
829,174690,174692,6,0x1d48080,0x7750b29,0x1d4d5c0,1,True
830,174883,174885,6,0x1d48080,0x7750b29,0x1d4d5c0,1,True
831,175076,175078,6,0x1d48080,0x7750b29,0x1d4d5c0,1,True
832,175269,175271,6,0x1d48080,0x7750b29,0x1d4d5c0,1,True
833,175462,175464,6,0x1d48080,0x7750b29,0x1d4d5c0,1,True
834,175693,175696,6,0x1d5bc80,0x7750b29,0x1d611c0,2,True
835,175911,175914,6,0x1d5bc80,0x7750b29,0x1d611c0,2,True
836,176129,176132,6,0x1d5bc80,0x7750b29,0x1d611c0,2,True
837,176347,176350,6,0x1d5bc80,0x7750b29,0x1d611c0,2,True
838,176565,176568,6,0x1d5bc80,0x7750b29,0x1d611c0,2,True
839,176783,176786,6,0x1d5bc80,0x7750b29,0x1d611c0,2,True
840,176991,176993,6,0x1d71a80,0x7750b29,0x1d76fc0,1,True
841,177184,177186,6,0x1d71a80,0x7750b29,0x1d76fc0,1,True
842,177377,177379,6,0x1d71a80,0x7750b29,0x1d76fc0,1,True
843,177570,177572,6,0x1d71a80,0x7750b29,0x1d76fc0,1,True
844,177777,177779,6,0x1dda500,0x7750b29,0x1ddfa40,1,True
845,177970,177972,6,0x1dda500,0x7750b29,0x1ddfa40,1,True
846,178163,178165,6,0x1dda500,0x7750b29,0x1ddfa40,1,True
847,178356,178358,6,0x1dda500,0x7750b29,0x1ddfe80,1,True
848,178611,178613,6,0x1da1480,0x7750b29,0x1da69c0,1,True
849,178862,178866,6,0x1db6180,0x7750b29,0x1dbb6c0,3,True
850,179111,179116,6,0x1dcb180,0x7750b29,0x1dd06c0,4,True
851,179369,179371,6,0x1da1480,0x7750b29,0x1da69c0,1,True
852,179620,179624,6,0x1db6180,0x7750b29,0x1dbb6c0,3,True
853,179869,179874,6,0x1dcb180,0x7750b29,0x1dd06c0,4,True
854,179933,179935,6,0x1c8e280,0x7750b29,0x1c937c0,1,True
855,179950,179953,6,0x1c8d680,0x5610b29,0x1c8de80,2,True
856,180331,180333,6,0x27cfd80,0x6740b29,0x27d2800,1,True
857,180427,180429,6,0x27cfd80,0x6740b29,0x27d2800,1,True
858,180537,180538,6,0x16dde00,0x6640b29,0x16df340,0,True
859,180695,180699,6,0x27a1d80,0x8860b29,0x27b72c0,3,True
860,181095,181100,6,0x248e580,0x8960b29,0x24b9000,4,True
861,181336,181339,6,0x24b9980,0x8960b29,0x24e4400,2,True
862,181477,181480,6,0x24e4d80,0x7750b29,0x24ea2c0,2,True
863,181561,181564,6,0x24eac80,0x6640b29,0x24ec1c0,2,True
864,181716,181718,6,0x16d5300,0x6740b29,0x16d7d80,1,True
865,181887,181890,6,0x16ce280,0x7750b29,0x16d37c0,2,True
866,181979,181982,6,0x2538b80,0x8860b29,0x254e0c0,2,True
867,182183,182187,6,0x2538b80,0x8860b29,0x254e0c0,3,True
868,182255,182256,6,0x2538b80,0x8860b29,0x254e0c0,0,True
869,182273,182275,6,0x1700c00,0x6610b29,0x1701c00,1,True
870,182366,182367,6,0x2565b00,0x6640b29,0x2567040,0,True
871,182390,182392,6,0x2565b00,0x6640b29,0x2567040,1,True
872,182402,182404,6,0x257cd00,0x6640b29,0x257e240,1,True
873,182414,182416,6,0x257cd00,0x6640b29,0x257e240,1,True
874,182456,182457,6,0x171d100,0x5830b29,0x171fb00,0,True
875,182608,182610,6,0x16e0c80,0x6740b29,0x16e3700,1,True
876,182681,182683,6,0x16e0c80,0x6740b29,0x16e3700,1,True
877,182791,182792,6,0x16dde00,0x6640b29,0x16e0780,0,True
878,182949,182953,6,0x27a1d80,0x8860b29,0x27b72c0,3,True
879,183349,183354,6,0x248e580,0x8960b29,0x24b9000,4,True
880,183590,183593,6,0x24b9980,0x8960b29,0x24e4400,2,True
881,183731,183734,6,0x24e4d80,0x7750b29,0x24ea2c0,2,True
882,183815,183818,6,0x24eac80,0x6640b29,0x24ec1c0,2,True
883,183970,183972,6,0x24f3600,0x7850b29,0x24ffc80,1,True
884,184141,184144,6,0x16ce280,0x7750b29,0x16d4c00,2,True
885,184233,184236,6,0x2538b80,0x8860b29,0x254e0c0,2,True
886,184308,184312,6,0x2538b80,0x8860b29,0x254e0c0,3,True
887,184380,184381,6,0x2538b80,0x8860b29,0x254e0c0,0,True
888,184398,184400,6,0x1702100,0x6610b29,0x1703100,1,True
889,184491,184492,6,0x256fa00,0x6640b29,0x2570f40,0,True
890,184515,184517,6,0x256c500,0x6640b29,0x256da40,1,True
891,184527,184529,6,0x2586c00,0x6640b29,0x2588140,1,True
892,184539,184541,6,0x2583700,0x6640b29,0x2584c40,1,True
893,184581,184582,6,0x1720000,0x5830b29,0x1722a00,0,True
894,184741,184743,6,0x16e0c80,0x6740b29,0x16e3700,1,True
895,184837,184839,6,0x16e0c80,0x6740b29,0x16e3700,1,True
896,184947,184948,6,0x16dde00,0x6640b29,0x16e0380,0,True
897,185349,185354,6,0x248e580,0x8960b29,0x24b9000,4,True
898,185511,185518,6,0x16f0980,0x7750b29,0x16f5ec0,6,True
899,185661,185664,6,0x24e4d80,0x7750b29,0x24ea2c0,2,True
900,185900,185903,6,0x24b9980,0x8960b29,0x24e4400,2,True
901,185984,185987,6,0x24eac80,0x6640b29,0x24ec1c0,2,True
902,186139,186141,6,0x278df80,0x7850b29,0x2798a00,1,True
903,186310,186313,6,0x16ce280,0x7750b29,0x16d4800,2,True
904,186402,186405,6,0x2538b80,0x8860b29,0x254e0c0,2,True
905,186477,186481,6,0x2538b80,0x8860b29,0x254e0c0,3,True
906,186549,186550,6,0x2538b80,0x8860b29,0x254e0c0,0,True
907,186567,186569,6,0x1702100,0x6610b29,0x1703100,1,True
