# match log for nfl2k5_retail_team_history.csv (nflverse-data (https://github.com/nflverse/nflverse-data), CC-BY-4.0)
# players with game seasons: 1325; exact: 835; last name + DOB: 313; ambiguous: 5; none: 172
# season rows: 5068 of 5867 have a team; per year: 1982: 1/1, 1983: 1/1, 1984: 1/1, 1985: 3/3, 1986: 4/4, 1987: 6/7, 1988: 10/12, 1989: 11/12, 1990: 15/17, 1991: 27/29, 1992: 40/44, 1993: 59/70, 1994: 94/109, 1995: 142/163, 1996: 216/243, 1997: 291/327, 1998: 376/421, 1999: 459/531, 2000: 580/678, 2001: 751/876, 2002: 929/1076, 2003: 1052/1242
   0 Duane Starks 1974-05-23: exact 00-0015577; covered [1998, 1999, 2000, 2001, 2002]; missing []
 746 Adewale Ogunleye 1977-08-09: exact 00-0019246; covered [2001, 2002, 2003]; missing []
 747 Jason Taylor 1974-09-01: exact 00-0016112; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 748 Jay Williams 1971-10-13: exact 00-0017825; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 749 David Bowens 1977-07-03: exact 00-0001563; covered [1999, 2000, 2001, 2002, 2003]; missing []
 750 Tim Bowens 1973-02-07: fallback_dob 00-0001566; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 751 Larry Chester 1975-10-17: exact 00-0002938; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
 752 Jeff Zgonina 1970-05-24: fallback_dob 00-0018503; covered [1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 753 Dario Romero 1978-04-13: exact 00-0020599; covered [2002]; missing []
 754 Rob Konrad 1976-11-12: fallback_dob 00-0009417; covered [1999, 2000, 2001, 2002, 2003]; missing []
 755 Sammy Morris 1977-03-23: fallback_dob 00-0019484; covered [2000, 2001, 2002, 2003]; missing []
 756 Arturo Freeman 1976-10-27: exact 00-0019551; covered [2000, 2001, 2002, 2003]; missing []
 757 Shawn Wooden 1973-10-23: exact 00-0018194; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 759 Jeno James 1977-01-12: fallback_dob 00-0019493; covered [2000, 2001]; missing []
 764 Ricky Williams 1977-05-21: fallback_dob 00-0017915; covered [1999, 2000, 2001, 2002, 2003]; missing []
 765 Travis Minor 1979-06-30: exact 00-0020448; covered [2001, 2002, 2003]; missing []
 767 Zach Thomas 1973-09-01: fallback_dob 00-0016344; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 769 Olindo Mare 1973-06-06: exact 00-0010373; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 770 Morlon Greenwood 1978-07-17: exact 00-0020449; covered [2001, 2002, 2003]; missing []
 771 Junior Seau 1969-01-19: fallback_dob 00-0014619; covered [1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 773 Corey Jenkins 1976-08-25: exact 00-0021913; covered [2003]; missing []
 774 Matt Turk 1968-06-16: exact 00-0016689; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 775 A.J. Feeley 1977-05-16: fallback_dob 00-0020305; covered [2002, 2003]; missing []
 776 Jay Fiedler 1971-12-29: exact 00-0005180; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
 777 Sage Rosenfels 1978-03-06: exact 00-0020480; covered [2001, 2002, 2003]; missing []
 778 Sammy Knight 1975-09-10: exact 00-0009357; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 779 Antuan Edwards 1977-05-26: exact 00-0004747; covered [1999, 2000, 2001, 2002, 2003]; missing []
 784 Randy McMichael 1979-06-28: exact 00-0021236; covered [2002, 2003]; missing []
 785 Donald Lee 1980-08-31: exact 00-0021929; covered [2003]; missing []
 786 Ed Perry 1974-09-01: fallback_dob 00-0012809; covered [1997, 1998, 1999, 2000, 2001, 2002]; missing []
 787 David Boston 1978-08-19: exact 00-0001532; covered [1999, 2000, 2001, 2002, 2003]; missing []
 788 Chris Chambers 1978-08-12: exact 00-0020446; covered [2001, 2002, 2003]; missing []
 789 Derrius Thompson 1977-07-05: exact 00-0016373; covered [2000, 2001, 2002, 2003]; missing []
 790 Snoop Minnis 1977-02-06: fallback_dob 00-0020272; covered [2002, 2003]; missing []
 792 Terrence Wilkins 1975-07-29: exact 00-0017697; covered [1999, 2000, 2001, 2002, 2003]; missing []
 795 Brian Williams 1979-07-02: exact 00-0021229; covered [2002, 2003]; missing []
 796 Antoine Winfield 1977-06-24: exact 00-0018093; covered [1999, 2000, 2001, 2002, 2003]; missing []
 797 Ken Irvin 1972-07-11: fallback_dob 00-0008041; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 798 Eric Kelly 1977-01-15: exact 00-0020473; covered [2001, 2002, 2003]; missing []
 799 Kenny Mixon 1975-05-31: fallback_dob 00-0011446; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
 801 Chuck Wiley 1975-03-06: fallback_dob 00-0017668; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
 802 Nick Rogers 1979-05-31: fallback_dob 00-0021290; covered [2002, 2003]; missing []
 803 Lance Johnstone 1973-06-11: exact 00-0008664; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 805 Chris Hovan 1978-05-12: fallback_dob 00-0019696; covered [2000, 2001, 2002, 2003]; missing []
 806 Kevin Williams 1980-08-16: exact 00-0022073; covered [2003]; missing []
 807 Billy Lyon 1973-12-10: fallback_dob 00-0010196; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
 808 Steve Martin 1974-05-31: fallback_dob 00-0010472; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 809 Jim Kleinsasser 1977-01-31: fallback_dob 00-0009323; covered [1999, 2000, 2001, 2002, 2003]; missing []
 811 Brian Russell 1978-02-05: exact 00-0020199; covered [2002, 2003]; missing []
 812 Tyrone Carter 1976-03-31: exact 00-0019537; covered [2000, 2001, 2002, 2003]; missing []
 817 Michael Bennett 1978-08-13: exact 00-0020514; covered [2001, 2002, 2003]; missing []
 818 Moe Williams 1974-07-26: ambiguous; seasons [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]
 819 Onterrio Smith 1980-12-08: exact 00-0022138; covered [2003]; missing []
 821 E.J. Henderson 1980-08-03: fallback_dob 00-0022081; covered [2003]; missing []
 823 Aaron Elling 1978-05-31: exact 00-0021080; covered [2003]; missing []
 824 Chris Claiborne 1978-07-26: fallback_dob 00-0003005; covered [1999, 2000, 2001, 2002, 2003]; missing []
 826 Mike Nattiel 1980-11-08: fallback_dob 00-0021961; covered [2003]; missing []
 827 Raonall Smith 1978-10-22: exact 00-0021167; covered [2002]; missing []
 828 Darren Bennett 1965-01-09: exact 00-0001101; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 829 Daunte Culpepper 1977-01-28: exact 00-0003739; covered [1999, 2000, 2001, 2002, 2003]; missing []
 830 Gus Frerotte 1971-07-03: none; seasons [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]
 832 Corey Chavous 1976-01-15: none; seasons [1998, 1999, 2000, 2001, 2002, 2003]
 833 Willie Offord 1978-12-22: exact 00-0021196; covered [2002, 2003]; missing []
 838 Jermaine Wiggins 1972-01-18: none; seasons [2000, 2001, 2002, 2003]
 840 Richard Angulo 1980-08-13: exact 00-0022041; covered [2003]; missing []
 841 Randy Moss 1977-02-13: exact 00-0011754; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
 842 Marcus Robinson 1975-02-27: exact 00-0013888; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
 843 Nate Burleson 1981-08-19: fallback_dob 00-0021999; covered [2003]; missing []
 844 Kelly Campbell 1980-07-23: fallback_dob 00-0020754; covered [2002, 2003]; missing []
 845 Keenan Howry 1981-06-17: exact 00-0022032; covered [2003]; missing []
 847 Brody Liddiard 1977-06-12: fallback_dob 00-0019194; covered [2000]; missing []
 848 Ty Law 1974-02-10: fallback_dob 00-0009687; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 849 Tyrone Poole 1972-02-03: exact 00-0013102; covered [1995, 1996, 1997, 1998, 1999, 2000, 2002, 2003]; missing []
 850 Otis Smith 1965-10-22: exact 00-0015270; covered [1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 851 Terrell Buckley 1971-06-07: fallback_dob 00-0002185; covered [1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 852 Jeff Burris 1972-06-07: fallback_dob 00-0002328; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 854 Ty Warren 1981-02-06: fallback_dob 00-0021989; covered [2003]; missing []
 855 Richard Seymour 1979-10-06: exact 00-0020442; covered [2001, 2002, 2003]; missing []
 856 Rodney Bailey 1979-10-07: exact 00-0020299; covered [2001, 2002, 2003]; missing []
 858 Keith Traylor 1969-09-03: fallback_dob 00-0016599; covered [1991, 1992, 1993, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 859 Dan Klecko 1981-01-12: exact 00-0021955; covered [2003]; missing []
 861 Fred McCrary 1972-09-19: fallback_dob 00-0010747; covered [1995, 1997, 1999, 2000, 2001, 2002, 2003]; missing []
 862 Patrick Pass 1977-12-31: exact 00-0019533; covered [2000, 2001, 2002, 2003]; missing []
 863 Eugene Wilson 1980-08-17: exact 00-0021992; covered [2003]; missing []
 868 Corey Dillon 1974-10-24: exact 00-0004304; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 869 Kevin Faulk 1976-06-05: exact 00-0005091; covered [1999, 2000, 2001, 2002, 2003]; missing []
 870 Michael Cloud 1975-07-01: exact 00-0003136; covered [1999, 2000, 2001, 2002, 2003]; missing []
 872 Roman Phifer 1968-03-05: exact 00-0012909; covered [1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 873 Tedy Bruschi 1973-06-09: exact 00-0002123; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 874 Ted Johnson 1972-12-04: exact 00-0008629; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 875 Larry Izzo 1974-09-26: fallback_dob 00-0008075; covered [1996, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 876 Adam Vinatieri 1972-12-28: exact 00-0016919; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 877 Rosevelt Colvin 1977-09-05: exact 00-0003338; covered [1999, 2000, 2001, 2002, 2003]; missing []
 878 Mike Vrabel 1975-08-14: fallback_dob 00-0016960; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 879 Willie McGinest 1971-12-11: fallback_dob 00-0010872; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 880 Josh Miller 1970-07-14: fallback_dob 00-0011279; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 881 Tom Brady 1977-08-03: fallback_dob 00-0019596; covered [2000, 2001, 2002, 2003]; missing []
 882 Rohan Davey 1978-04-14: none; seasons [2002, 2003]
 884 Rodney Harrison 1972-12-15: exact 00-0007030; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 889 Christian Fauria 1971-09-22: exact 00-0005101; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 890 Daniel Graham 1978-11-16: exact 00-0021154; covered [2002, 2003]; missing []
 892 Deion Branch 1979-07-18: fallback_dob 00-0021192; covered [2002, 2003]; missing []
 893 Troy Brown 1971-07-02: exact 00-0002068; covered [1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 894 David Patten 1974-08-19: exact 00-0012642; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 895 David Givens 1980-08-16: exact 00-0021353; covered [2002, 2003]; missing []
 896 Bethel Johnson 1979-02-11: exact 00-0021993; covered [2003]; missing []
 897 J.J. Stokes 1972-10-06: fallback_dob 00-0015751; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 901 Ashley Ambrose 1970-09-17: exact 00-0000261; covered [1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 902 Fred Thomas 1973-09-11: fallback_dob 00-0016263; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 903 Jason Craft 1976-02-13: exact 00-0003597; covered [1999, 2000, 2001, 2002, 2003]; missing []
 904 Fakhir Brown 1977-09-21: exact 00-0001934; covered [1999, 2000, 2002, 2003]; missing []
 905 Keyuo Craver 1980-08-22: exact 00-0021243; covered [2002, 2003]; missing []
 906 Charles Grant 1978-09-03: exact 00-0021156; covered [2002, 2003]; missing []
 907 Darren Howard 1976-11-19: exact 00-0019605; covered [2000, 2001, 2002, 2003]; missing []
 908 Willie Whitehead 1973-01-26: fallback_dob 00-0017585; covered [1999, 2000, 2001, 2002, 2003]; missing []
 910 Melvin Williams 1979-02-02: exact 00-0021898; covered [2003]; missing []
 911 Tony Bryant 1976-09-03: exact 00-0002151; covered [2000, 2001, 2002, 2003]; missing []
 912 Johnathan Sullivan 1981-01-21: exact 00-0022160; covered [2003]; missing []
 913 Brian Young 1977-07-08: fallback_dob 00-0019674; covered [2000, 2001, 2002, 2003]; missing []
 914 Kenny Smith 1977-09-08: ambiguous; seasons [2001, 2002, 2003]
 916 Sam Gash 1969-03-07: fallback_dob 00-0005822; covered [1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 919 Tebucky Jones 1974-10-06: exact 00-0008874; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
 923 Deuce McAllister 1978-12-27: fallback_dob 00-0020527; covered [2001, 2002, 2003]; missing []
 924 Aaron Stecker 1975-11-13: exact 00-0015601; covered [2000, 2001, 2002, 2003]; missing []
 925 Lamar Smith 1970-11-29: exact 00-0015242; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 926 Orlando Ruff 1976-09-28: exact 00-0014153; covered [1999, 2000, 2001, 2002, 2003]; missing []
 927 Darrin Smith 1970-04-15: exact 00-0015132; covered [1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 928 Cie Grant 1979-11-27: fallback_dob 00-0022133; covered [2003]; missing []
 929 John Carney 1964-04-20: exact 00-0002655; covered [1988, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 930 Sedrick Hodge 1978-09-13: exact 00-0020294; covered [2001, 2002, 2003]; missing []
 931 Derrick Rodgers 1971-10-14: exact 00-0013935; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 933 Roger Knight 1978-10-11: exact 00-0020306; covered [2001, 2002, 2003]; missing []
 934 James Allen 1979-11-11: exact 00-0021207; covered [2002, 2003]; missing []
 935 Mitch Berger 1972-06-24: fallback_dob 00-0001157; covered [1994, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 936 Aaron Brooks 1974-03-24: none; seasons [2000, 2001, 2002, 2003]
 937 Todd Bouman 1972-08-01: exact 00-0001545; covered [2000, 2001, 2002]; missing []
 939 Jay Bellamy 1972-07-08: fallback_dob 00-0001058; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 940 Mel Mitchell 1979-02-10: fallback_dob 00-0021263; covered []; missing [2003]
 945 Boo Williams 1979-06-22: fallback_dob 00-0020171; covered [2001, 2002, 2003]; missing []
 946 Ernie Conwell 1972-08-17: fallback_dob 00-0003400; covered [1996, 1997, 1998, 2002, 2003]; missing []; unmapped ['1999:LA (team code LA in 1999: ambiguous: use RAM (Rams) or RAI (Raiders))', '2000:LA (team code LA in 2000: ambiguous: use RAM (Rams) or RAI (Raiders))', '2001:LA (team code LA in 2001: ambiguous: use RAM (Rams) or RAI (Raiders))']
 947 Jerome Pathon 1975-12-16: exact 00-0012637; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
 948 Joe Horn 1972-01-16: fallback_dob 00-0007744; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 949 Donte' Stallworth 1980-11-10: exact 00-0021147; covered [2002, 2003]; missing []
 951 Michael Lewis 1971-11-14: exact 00-0019600; covered [2001, 2002, 2003]; missing []
 954 Will Allen 1978-08-05: fallback_dob 00-0020467; covered [2001, 2002, 2003]; missing []
 955 William Peterson 1979-06-15: none; seasons [2001, 2002, 2003]
 956 Terry Cousin 1975-04-11: exact 00-0003547; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 957 Frank Walker 1980-08-06: none; seasons [2003]
 958 Michael Strahan 1971-11-21: exact 00-0015795; covered [1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 959 Osi Umenyiora 1980-11-16: none; seasons [2003]
 960 Keith Washington 1972-12-18: exact 00-0017255; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 961 Lorenzo Bromell 1975-09-23: exact 00-0001811; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
 963 Fred Robbins 1977-03-25: none; seasons [2000, 2001, 2002, 2003]
 964 William Joseph 1979-09-03: exact 00-0022173; covered [2003]; missing []
 965 Norman Hand 1972-09-04: exact 00-0006766; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 966 Martin Chase 1974-12-19: fallback_dob 00-0002908; covered [1999, 2000, 2001, 2002, 2003]; missing []
 967 Lance Legree 1977-12-22: exact 00-0020184; covered [2001, 2002, 2003]; missing []
 968 Jim Finn 1976-12-09: fallback_dob 00-0005229; covered [2000, 2001, 2002, 2003]; missing []
 969 Omar Stoutmire 1974-07-09: exact 00-0015781; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 974 Tiki Barber 1975-04-07: ambiguous; seasons [1997, 1998, 1999, 2000, 2001, 2002, 2003]
 975 Delvin Joyce 1978-09-21: exact 00-0020564; covered [2002, 2003]; missing []
 976 Ron Dayne 1978-03-14: fallback_dob 00-0019643; covered [2000, 2001, 2002]; missing []
 978 Nick Greisen 1979-08-10: exact 00-0021265; covered [2002, 2003]; missing []
 980 Matt Bryant 1975-05-29: fallback_dob 00-0020578; covered [2002, 2003]; missing []
 982 Carlos Emmons 1973-09-03: exact 00-0004901; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 983 Barrett Green 1977-10-19: none; seasons [2000, 2001, 2002, 2003]
 984 Kevin Lewis 1978-10-06: exact 00-0019154; covered [2000, 2001, 2002, 2003]; missing []
 985 Quincy Monk 1979-01-30: exact 00-0021107; covered [2002, 2003]; missing []
 986 Jeff Feagles 1966-08-07: none; seasons [1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]
 987 Kurt Warner 1971-06-22: fallback_dob 00-0017200; covered [1998, 2002, 2003]; missing []; unmapped ['1999:LA (team code LA in 1999: ambiguous: use RAM (Rams) or RAI (Raiders))', '2000:LA (team code LA in 2000: ambiguous: use RAM (Rams) or RAI (Raiders))', '2001:LA (team code LA in 2001: ambiguous: use RAM (Rams) or RAI (Raiders))']
 989 Jesse Palmer 1978-10-05: exact 00-0020483; covered [2001, 2002, 2003]; missing []
 990 Shaun Williams 1976-10-10: exact 00-0017930; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
 995 Jeremy Shockey 1980-08-18: exact 00-0021148; covered [2002, 2003]; missing []
 996 Marcellus Rivers 1978-10-26: exact 00-0020187; covered [2001, 2002, 2003]; missing []
 997 Visanthe Shiancoe 1980-06-18: exact 00-0022054; covered [2003]; missing []
 998 Amani Toomer 1974-09-08: exact 00-0016550; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
 999 Ike Hilliard 1976-04-05: fallback_dob 00-0007468; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1000 Tim Carter 1979-09-21: fallback_dob 00-0021174; covered [2002, 2003]; missing []
1001 Willie Ponder 1980-02-14: exact 00-0021923; covered [2003]; missing []
1006 Ryan Kuehl 1972-01-18: exact 00-0009496; covered [1997, 2000, 2001, 2002]; missing [1998, 2003]
1007 Donnie Abraham 1973-10-08: fallback_dob 00-0000017; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1008 David Barrett 1977-12-22: exact 00-0019469; covered [2000, 2001, 2002, 2003]; missing []
1009 Ray Mickens 1973-01-04: fallback_dob 00-0011186; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1011 Omare Lowe 1978-04-20: exact 00-0021274; covered [2003]; missing []
1012 Shaun Ellis 1977-06-24: fallback_dob 00-0019545; covered [2000, 2001, 2002, 2003]; missing []
1013 John Abraham 1978-05-06: exact 00-0019546; covered [2000, 2001, 2002, 2003]; missing []
1014 Matt Walters 1979-08-12: none; seasons [2003]
1015 Bryan Thomas 1979-06-07: exact 00-0021081; covered [2002, 2003]; missing []
1017 Jason Ferguson 1974-11-28: exact 00-0005150; covered [1997, 1998, 1999, 2000, 2002, 2003]; missing []
1018 Dewayne Robertson 1981-10-16: exact 00-0021988; covered [2003]; missing []
1019 Josh Evans 1972-09-06: fallback_dob 00-0004989; covered [1995, 1996, 1997, 1998, 1999, 2001, 2002, 2003]; missing []
1020 James Reed 1977-02-03: exact 00-0020355; covered [2001, 2002, 2003]; missing []
1022 Randy Chevrier 1976-06-06: exact 00-0020312; covered []; missing [2002]
1023 Jerald Sowell 1974-01-21: exact 00-0015420; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1024 B.J. Askew 1980-07-19: none; seasons [2003]
1025 Jon McGraw 1979-04-02: fallback_dob 00-0021187; covered [2002, 2003]; missing []
1030 Curtis Martin 1973-05-01: exact 00-0010442; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1031 Lamont Jordan 1978-11-11: exact 00-0020462; covered [2001, 2002, 2003]; missing []
1033 Sam Cowart 1975-02-26: fallback_dob 00-0003563; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1035 Doug Brien 1970-11-24: fallback_dob 00-0001759; covered [1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1036 Victor Hobson 1980-02-03: exact 00-0021996; covered [2003]; missing []
1037 Eric Barton 1977-09-29: exact 00-0000846; covered [1999, 2000, 2001, 2002, 2003]; missing []
1038 Quincy Stewart 1978-03-27: exact 00-0019789; covered [2001, 2002, 2003]; missing []
1039 Jason Glenn 1979-08-20: exact 00-0020401; covered [2001, 2002, 2003]; missing []
1041 Toby Gowin 1975-03-30: exact 00-0006181; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1042 Chad Pennington 1976-06-26: fallback_dob 00-0019559; covered [2000, 2001, 2002, 2003]; missing []
1044 Reggie Tongue 1973-04-11: fallback_dob 00-0016549; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1046 Derek Pagel 1979-10-24: exact 00-0021954; covered [2003]; missing []
1051 Anthony Becht 1977-08-08: exact 00-0019457; covered [2000, 2001, 2002, 2003]; missing []
1052 Chris Baker 1979-11-18: exact 00-0021213; covered [2002, 2003]; missing []
1053 James Dearth 1976-01-22: exact 00-0004112; covered [1999, 2001, 2002]; missing []
1054 Justin McCareins 1978-12-01: exact 00-0020381; covered [2001, 2002, 2003]; missing []
1055 Santana Moss 1979-06-01: exact 00-0020494; covered [2001, 2002, 2003]; missing []
1056 Wayne Chrebet 1973-08-14: exact 00-0002962; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1058 Ken-Yon Rambo 1978-10-04: exact 00-0020425; covered [2002, 2003]; missing []
1060 Charles Woodson 1976-10-07: exact 00-0018227; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1061 Phillip Buchanon 1980-09-19: exact 00-0021151; covered [2002, 2003]; missing []
1062 Denard Walker 1973-08-09: exact 00-0017026; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1063 Nnamdi Asomugha 1981-07-07: none; seasons [2003]
1064 Clarence Love 1976-06-16: exact 00-0010094; covered [1998, 2000, 2002, 2003]; missing []
1065 Chris Cooper 1977-12-27: none; seasons [2001, 2002, 2003]
1066 John Parrella 1969-11-22: exact 00-0012607; covered [1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1067 Akbar Gbaja-Biamila 1979-05-06: exact 00-0021574; covered [2003]; missing []
1068 Bobby Hamilton 1971-01-07: none; seasons [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]
1069 Ted Washington 1968-04-13: fallback_dob 00-0017277; covered [1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002]; missing []
1070 Warren Sapp 1972-12-19: exact 00-0014358; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1071 Zack Crockett 1972-12-02: fallback_dob 00-0003663; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1072 Chris Hetherington 1972-11-27: fallback_dob 00-0007357; covered [1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1073 Rod Woodson 1965-03-10: fallback_dob 00-0018229; covered [1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1074 Ray Buchanan 1971-09-29: fallback_dob 00-0002166; covered [1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1075 David Terrell 1975-07-08: exact 00-0016179; covered [2000, 2001, 2002, 2003]; missing []
1080 Tyrone Wheatley 1972-01-19: exact 00-0017486; covered [1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1081 Troy Hambrick 1978-11-06: none; seasons [2000, 2001, 2002, 2003]
1082 Amos Zereoue 1976-10-08: exact 00-0018501; covered [1999, 2000, 2001, 2002, 2003]; missing []
1083 Justin Fargas 1980-01-25: exact 00-0022093; covered [2003]; missing []
1084 Napoleon Harris 1979-02-25: exact 00-0021155; covered [2002, 2003]; missing []
1085 Dwayne Rudd 1976-02-03: exact 00-0014135; covered [1997, 1998, 1999, 2000, 2001, 2002, 2003]; missing []
1086 Danny Clark 1977-05-09: fallback_dob 00-0019506; covered [2000, 2001, 2002, 2003]; missing []
1087 Sebastian Janikowski 1978-03-02: exact 00-0019646; covered [2000, 2001, 2002, 2003]; missing []
1088 Travian Smith 1975-08-26: exact 00-0015329; covered [1998, 1999, 2000, 2001, 2002, 2003]; missing []
1089 Tyler Brayton 1979-11-20: exact 00-0022047; covered [2003]; missing []
1090 DeLawrence Grant 1979-11-18: exact 00-0020432; covered [2001, 2002, 2003]; missing []
1092 Shane Lechler 1976-08-07: fallback_dob 00-0019714; covered [2000, 2001, 2002, 2003]; missing []
