# NFL 2K5 retail roster team history: the real club of every past season the retail roster carries stats for.
# Source: nflverse-data (https://github.com/nflverse/nflverse-data), CC-BY-4.0 - rosters 1982-2003, weekly rosters 2002-2003, player stats 1999-2003, players.
# Generated 2026-09-03 by tools/nfl2k5_team_history_from_nflverse.py; matched 1148 of 1325 retail players, 5068 of 5867 season rows.
# Team codes are the 2004 roster abbreviations (relocated franchises resolved by season: Oilers -> TEN, LA Raiders -> OAK, ...).
# Columns: last_name, first_name, birth_date (YYYY-MM-DD), season, team, position, roster_index (only where two retail records share the identity), source.
# Lines starting with # are comments.
last_name,first_name,birth_date,season,team,position,roster_index,source
Knight,Sammy,1975-09-10,1997,NO,SS,,nflverse NO
Knight,Sammy,1975-09-10,1998,NO,SS,,nflverse NO
Knight,Sammy,1975-09-10,1999,NO,SS,,nflverse NO
Knight,Sammy,1975-09-10,2000,NO,SS,,nflverse NO
Knight,Sammy,1975-09-10,2001,NO,SS,,nflverse NO
Knight,Sammy,1975-09-10,2002,NO,SS,,nflverse NO
Knight,Sammy,1975-09-10,2003,MIA,SS,,nflverse MIA
Knight,Tom,1974-12-29,1997,ARZ,CB,,nflverse ARI
Knight,Tom,1974-12-29,1998,ARZ,CB,,nflverse ARI
Knight,Tom,1974-12-29,1999,ARZ,CB,,nflverse ARI
Knight,Tom,1974-12-29,2000,ARZ,CB,,nflverse ARI
Knight,Tom,1974-12-29,2001,ARZ,CB,,nflverse ARI
Knight,Tom,1974-12-29,2003,BAL,CB,,nflverse BLT
Konrad,Rob,1976-11-12,1999,MIA,FB,,nflverse MIA
Konrad,Rob,1976-11-12,2000,MIA,FB,,nflverse MIA
Konrad,Rob,1976-11-12,2001,MIA,FB,,nflverse MIA
Konrad,Rob,1976-11-12,2002,MIA,FB,,nflverse MIA
Konrad,Rob,1976-11-12,2003,MIA,FB,,nflverse MIA
Kozlowski,Brian,1970-10-04,1994,NYG,TE,,nflverse NYG
Kozlowski,Brian,1970-10-04,1995,NYG,TE,,nflverse NYG
Kozlowski,Brian,1970-10-04,1996,NYG,TE,,nflverse NYG
Kozlowski,Brian,1970-10-04,1997,ATL,TE,,nflverse ATL
Kozlowski,Brian,1970-10-04,1998,ATL,TE,,nflverse ATL
Kozlowski,Brian,1970-10-04,1999,ATL,TE,,nflverse ATL
Kozlowski,Brian,1970-10-04,2000,ATL,TE,,nflverse ATL
Kozlowski,Brian,1970-10-04,2001,ATL,TE,,nflverse ATL
Kozlowski,Brian,1970-10-04,2002,ATL,TE,,nflverse ATL
Kozlowski,Brian,1970-10-04,2003,ATL,TE,,nflverse ATL
Kreider,Dan,1977-03-11,2000,PIT,FB,,nflverse PIT
Kreider,Dan,1977-03-11,2001,PIT,FB,,nflverse PIT
Kreider,Dan,1977-03-11,2002,PIT,FB,,nflverse PIT
Kreider,Dan,1977-03-11,2003,PIT,FB,,nflverse PIT
Kuehl,Ryan,1972-01-18,1997,WAS,C,,nflverse WAS
Kuehl,Ryan,1972-01-18,2000,CLE,C,,nflverse CLE
Kuehl,Ryan,1972-01-18,2001,CLE,C,,nflverse CLE
Kuehl,Ryan,1972-01-18,2002,CLE,C,,nflverse CLV
Kurpeikis,Justin,1977-07-17,2002,PIT,OLB,,nflverse PIT
Kyle,Jason,1972-05-12,1995,SEA,ILB,,nflverse SEA
Kyle,Jason,1972-05-12,1996,SEA,ILB,,nflverse SEA
Kyle,Jason,1972-05-12,1998,SEA,ILB,,nflverse SEA
Kyle,Jason,1972-05-12,2000,SF,ILB,,nflverse SF
Kyle,Jason,1972-05-12,2001,CAR,ILB,,nflverse CAR
Kyle,Jason,1972-05-12,2002,CAR,ILB,,nflverse CAR
Kyle,Jason,1972-05-12,2003,CAR,ILB,,nflverse CAR
LaFavor,Tron,1979-11-27,2003,CHI,DT,,nflverse CHI
Lafleur,Billy,1976-02-25,2002,SF,P,,nflverse SF
Lafleur,Billy,1976-02-25,2003,SF,P,,nflverse SF
Landeta,Sean,1962-01-06,1985,NYG,P,,nflverse NYG
Landeta,Sean,1962-01-06,1986,NYG,P,,nflverse NYG
Landeta,Sean,1962-01-06,1987,NYG,P,,nflverse NYG
Landeta,Sean,1962-01-06,1988,NYG,P,,nflverse NYG
Landeta,Sean,1962-01-06,1989,NYG,P,,nflverse NYG
Landeta,Sean,1962-01-06,1990,NYG,P,,nflverse NYG
Landeta,Sean,1962-01-06,1991,NYG,P,,nflverse NYG
Landeta,Sean,1962-01-06,1992,NYG,P,,nflverse NYG
Landeta,Sean,1962-01-06,1993,STL,P,,nflverse RAM
Landeta,Sean,1962-01-06,1994,STL,P,,nflverse RAM
Landeta,Sean,1962-01-06,1995,STL,P,,nflverse STL
Landeta,Sean,1962-01-06,1996,STL,P,,nflverse STL
Landeta,Sean,1962-01-06,1997,TB,P,,nflverse TB
Landeta,Sean,1962-01-06,1998,GB,P,,nflverse GB
Landeta,Sean,1962-01-06,1999,PHI,P,,nflverse PHI
Landeta,Sean,1962-01-06,2000,PHI,P,,nflverse PHI
Landeta,Sean,1962-01-06,2001,PHI,P,,nflverse PHI
Landeta,Sean,1962-01-06,2002,PHI,P,,nflverse PHI
Landeta,Sean,1962-01-06,2003,STL,P,,nflverse SL
Law,Ty,1974-02-10,1995,NE,CB,,nflverse NE
Law,Ty,1974-02-10,1996,NE,CB,,nflverse NE
Law,Ty,1974-02-10,1997,NE,CB,,nflverse NE
Law,Ty,1974-02-10,1998,NE,CB,,nflverse NE
Law,Ty,1974-02-10,1999,NE,CB,,nflverse NE
Law,Ty,1974-02-10,2000,NE,CB,,nflverse NE
Law,Ty,1974-02-10,2001,NE,CB,,nflverse NE
Law,Ty,1974-02-10,2002,NE,CB,,nflverse NE
Law,Ty,1974-02-10,2003,NE,CB,,nflverse NE
Layne,George,1978-10-09,2001,ATL,FB,,nflverse ATL
Layne,George,1978-10-09,2002,ATL,FB,,nflverse ATL
Layne,George,1978-10-09,2003,ATL,FB,,nflverse ATL
Lechler,Shane,1976-08-07,2000,OAK,P,,nflverse OAK
Lechler,Shane,1976-08-07,2001,OAK,P,,nflverse LV
Lechler,Shane,1976-08-07,2002,OAK,P,,nflverse OAK
Lechler,Shane,1976-08-07,2003,OAK,P,,nflverse OAK
Ledford,Dwayne,1976-11-02,2001,CAR,G,,nflverse CAR
Lee,Charles,1977-11-19,2000,GB,WR,,nflverse GB
Lee,Charles,1977-11-19,2001,GB,WR,,nflverse GB
Lee,Charles,1977-11-19,2003,TB,WR,,nflverse TB
Lee,Donald,1980-08-31,2003,MIA,TE,,nflverse MIA
Leftwich,Byron,1980-01-14,2003,JAX,QB,,nflverse JAX
Legree,Lance,1977-12-22,2001,NYG,DT,,nflverse NYG
Legree,Lance,1977-12-22,2002,NYG,DT,,nflverse NYG
Legree,Lance,1977-12-22,2003,NYG,DT,,nflverse NYG
Lenon,Paris,1977-11-26,2002,GB,OLB,,nflverse GB
Lenon,Paris,1977-11-26,2003,GB,OLB,,nflverse GB
Levels,Dwayne,1979-05-09,2002,CIN,OLB,,nflverse CIN
Lewis,Chad,1971-10-05,1997,PHI,TE,,nflverse PHI
Lewis,Chad,1971-10-05,1998,PHI,TE,,nflverse PHI
Lewis,Chad,1971-10-05,1999,PHI,TE,,nflverse PHI
Lewis,Chad,1971-10-05,2000,PHI,TE,,nflverse PHI
Lewis,Chad,1971-10-05,2001,PHI,TE,,nflverse PHI
Lewis,Chad,1971-10-05,2002,PHI,TE,,nflverse PHI
Lewis,Chad,1971-10-05,2003,PHI,TE,,nflverse PHI
Lewis,Damione,1978-03-01,2001,STL,DT,,nflverse STL
Lewis,Damione,1978-03-01,2002,STL,DT,,nflverse SL
Lewis,Damione,1978-03-01,2003,STL,DT,,nflverse SL
Lewis,Greg,1980-02-12,2003,PHI,WR,,nflverse PHI
Lewis,Jermaine,1974-10-16,1996,BAL,WR,,nflverse BAL
Lewis,Jermaine,1974-10-16,1997,BAL,WR,,nflverse BAL
Lewis,Jermaine,1974-10-16,1998,BAL,WR,,nflverse BAL
Lewis,Jermaine,1974-10-16,1999,BAL,WR,,nflverse BAL
Lewis,Jermaine,1974-10-16,2000,BAL,WR,,nflverse BAL
Lewis,Jermaine,1974-10-16,2001,BAL,WR,,nflverse BAL
Lewis,Jermaine,1974-10-16,2002,HOU,WR,,nflverse HST
Lewis,Jermaine,1974-10-16,2003,JAX,WR,,nflverse JAX
Lewis,Kevin,1978-10-06,2000,NYG,OLB,,nflverse NYG
Lewis,Kevin,1978-10-06,2001,NYG,OLB,,nflverse NYG
Lewis,Kevin,1978-10-06,2002,NYG,OLB,,nflverse NYG
Lewis,Kevin,1978-10-06,2003,NYG,OLB,,nflverse NYG
Lewis,Michael,1971-11-14,2001,NO,WR,,nflverse NO
Lewis,Michael,1971-11-14,2002,NO,WR,,nflverse NO
Lewis,Michael,1980-04-29,2002,PHI,SS,,nflverse PHI
Lewis,Michael,1971-11-14,2003,NO,WR,,nflverse NO
Lewis,Michael,1980-04-29,2003,PHI,SS,,nflverse PHI
Lewis,Mo,1969-10-21,1991,NYJ,OLB,,nflverse NYJ
Lewis,Mo,1969-10-21,1992,NYJ,OLB,,nflverse NYJ
Lewis,Mo,1969-10-21,1993,NYJ,OLB,,nflverse NYJ
Lewis,Mo,1969-10-21,1994,NYJ,OLB,,nflverse NYJ
Lewis,Mo,1969-10-21,1995,NYJ,OLB,,nflverse NYJ
Lewis,Mo,1969-10-21,1996,NYJ,OLB,,nflverse NYJ
Lewis,Mo,1969-10-21,1997,NYJ,OLB,,nflverse NYJ
Lewis,Mo,1969-10-21,1998,NYJ,OLB,,nflverse NYJ
Lewis,Mo,1969-10-21,1999,NYJ,OLB,,nflverse NYJ
Lewis,Mo,1969-10-21,2000,NYJ,OLB,,nflverse NYJ
Lewis,Mo,1969-10-21,2001,NYJ,OLB,,nflverse NYJ
Lewis,Mo,1969-10-21,2002,NYJ,OLB,,nflverse NYJ
Lewis,Mo,1969-10-21,2003,NYJ,OLB,,nflverse NYJ
Lewis,Ray,1975-05-15,1996,BAL,ILB,,nflverse BAL
Lewis,Ray,1975-05-15,1997,BAL,ILB,,nflverse BAL
Lewis,Ray,1975-05-15,1998,BAL,ILB,,nflverse BAL
Lewis,Ray,1975-05-15,1999,BAL,ILB,,nflverse BAL
Lewis,Ray,1975-05-15,2000,BAL,ILB,,nflverse BAL
Lewis,Ray,1975-05-15,2001,BAL,ILB,,nflverse BAL
Lewis,Ray,1975-05-15,2002,BAL,ILB,,nflverse BLT
Lewis,Ray,1975-05-15,2003,BAL,ILB,,nflverse BLT
Liddiard,Brody,1977-06-12,2000,NYG,C,,nflverse NYG
Lindell,Rian,1977-01-20,2000,SEA,K,,nflverse SEA
Lindell,Rian,1977-01-20,2001,SEA,K,,nflverse SEA
Lindell,Rian,1977-01-20,2002,SEA,K,,nflverse SEA
Lindell,Rian,1977-01-20,2003,BUF,K,,nflverse BUF
Little,Leonard,1974-10-19,1998,STL,DE,,nflverse STL
Little,Leonard,1974-10-19,1999,STL,DE,,nflverse STL
Little,Leonard,1974-10-19,2000,STL,DE,,nflverse STL
Little,Leonard,1974-10-19,2001,STL,DE,,nflverse STL
Little,Leonard,1974-10-19,2002,STL,DE,,nflverse SL
Little,Leonard,1974-10-19,2003,STL,DE,,nflverse SL
Littleton,Jody,1974-10-23,2003,DET,C,,nflverse DET
Logan,Mike,1974-09-15,1997,JAX,FS,,nflverse JAX
Logan,Mike,1974-09-15,1998,JAX,FS,,nflverse JAX
Logan,Mike,1974-09-15,1999,JAX,FS,,nflverse JAX
Logan,Mike,1974-09-15,2000,JAX,FS,,nflverse JAX
Logan,Mike,1974-09-15,2001,PIT,FS,,nflverse PIT
Logan,Mike,1974-09-15,2002,PIT,FS,,nflverse PIT
Logan,Mike,1974-09-15,2003,PIT,FS,,nflverse PIT
Longwell,Ryan,1974-08-16,1997,GB,K,,nflverse GB
Longwell,Ryan,1974-08-16,1998,GB,K,,nflverse GB
Longwell,Ryan,1974-08-16,1999,GB,K,,nflverse GB
Longwell,Ryan,1974-08-16,2000,GB,K,,nflverse GB
Longwell,Ryan,1974-08-16,2001,GB,K,,nflverse GB
Longwell,Ryan,1974-08-16,2002,GB,K,,nflverse GB
Longwell,Ryan,1974-08-16,2003,GB,K,,nflverse GB
Looker,Dane,1976-05-05,2002,STL,WR,,nflverse SL
Looker,Dane,1976-05-05,2003,STL,WR,,nflverse SL
Lott,Andre,1979-05-31,2002,WAS,SS,,nflverse WAS
Lott,Andre,1979-05-31,2003,WAS,SS,,nflverse WAS
Love,Clarence,1976-06-16,1998,PHI,CB,,nflverse PHI
Love,Clarence,1976-06-16,2000,BAL,CB,,nflverse BAL
Love,Clarence,1976-06-16,2002,OAK,CB,,nflverse OAK
Love,Clarence,1976-06-16,2003,OAK,CB,,nflverse OAK
Lowe,Omare,1978-04-20,2003,NYJ,CB,,nflverse NYJ
Loyd,Jeremy,1980-07-30,2003,STL,OLB,,nflverse SL
Lucas,Justin,1976-07-15,1999,ARZ,SS,,nflverse ARI
Lucas,Justin,1976-07-15,2000,ARZ,SS,,nflverse ARI
Lucas,Justin,1976-07-15,2001,ARZ,SS,,nflverse ARI
Lucas,Justin,1976-07-15,2002,ARZ,SS,,nflverse ARZ
Lucas,Justin,1976-07-15,2003,ARZ,SS,,nflverse ARZ
Lucas,Ken,1979-01-23,2001,SEA,CB,,nflverse SEA
Lucas,Ken,1979-01-23,2002,SEA,CB,,nflverse SEA
Lucas,Ken,1979-01-23,2003,SEA,CB,,nflverse SEA
Luchey,Nicolas,1977-03-30,1999,CIN,FB,,nflverse CIN
Luchey,Nicolas,1977-03-30,2000,CIN,FB,,nflverse CIN
Luchey,Nicolas,1977-03-30,2001,CIN,FB,,nflverse CIN
Luchey,Nicolas,1977-03-30,2002,CIN,FB,,nflverse CIN
Luchey,Nicolas,1977-03-30,2003,GB,FB,,nflverse GB
Luzar,Chris,1979-02-12,2002,JAX,TE,,nflverse JAX
Luzar,Chris,1979-02-12,2003,JAX,TE,,nflverse JAX
Lyman,Dustin,1976-08-05,2000,CHI,TE,,nflverse CHI
Lyman,Dustin,1976-08-05,2001,CHI,TE,,nflverse CHI
Lyman,Dustin,1976-08-05,2002,CHI,TE,,nflverse CHI
Lyman,Dustin,1976-08-05,2003,CHI,TE,,nflverse CHI
Lyon,Billy,1973-12-10,1998,GB,DT,,nflverse GB
Lyon,Billy,1973-12-10,1999,GB,DT,,nflverse GB
Lyon,Billy,1973-12-10,2000,GB,DT,,nflverse GB
Lyon,Billy,1973-12-10,2001,GB,DT,,nflverse GB
Lyon,Billy,1973-12-10,2002,GB,DT,,nflverse GB
Lyon,Billy,1973-12-10,2003,MIN,DT,,nflverse MIN
Macklin,David,1978-07-14,2000,IND,CB,,nflverse IND
Macklin,David,1978-07-14,2001,IND,CB,,nflverse IND
Macklin,David,1978-07-14,2002,IND,CB,,nflverse IND
Macklin,David,1978-07-14,2003,IND,CB,,nflverse IND
Madison,Sam,1974-04-23,1997,MIA,CB,,nflverse MIA
Madison,Sam,1974-04-23,1998,MIA,CB,,nflverse MIA
Madison,Sam,1974-04-23,1999,MIA,CB,,nflverse MIA
Madison,Sam,1974-04-23,2000,MIA,CB,,nflverse MIA
Madison,Sam,1974-04-23,2001,MIA,CB,,nflverse MIA
Madison,Sam,1974-04-23,2002,MIA,CB,,nflverse MIA
Madison,Sam,1974-04-23,2003,MIA,CB,,nflverse MIA
Mahe,Reno,1980-06-03,2003,PHI,RB,,nflverse PHI
Mallard,Wesly,1978-11-21,2002,NYG,OLB,,nflverse NYG
Mallard,Wesly,1978-11-21,2003,NYG,OLB,,nflverse NYG
Mangum,Kris,1973-08-15,1997,CAR,TE,,nflverse CAR
Mangum,Kris,1973-08-15,1998,CAR,TE,,nflverse CAR
Mangum,Kris,1973-08-15,1999,CAR,TE,,nflverse CAR
Mangum,Kris,1973-08-15,2000,CAR,TE,,nflverse CAR
Mangum,Kris,1973-08-15,2001,CAR,TE,,nflverse CAR
Mangum,Kris,1973-08-15,2002,CAR,TE,,nflverse CAR
Mangum,Kris,1973-08-15,2003,CAR,TE,,nflverse CAR
Manning,Peyton,1976-03-24,1998,IND,QB,,nflverse IND
Manning,Peyton,1976-03-24,1999,IND,QB,,nflverse IND
Manning,Peyton,1976-03-24,2000,IND,QB,,nflverse IND
Manning,Peyton,1976-03-24,2001,IND,QB,,nflverse IND
Manning,Peyton,1976-03-24,2002,IND,QB,,nflverse IND
Manning,Peyton,1976-03-24,2003,IND,QB,,nflverse IND
Manning,Ricky,1980-11-18,2003,CAR,CB,,nflverse CAR
Manuel,Marquand,1979-07-11,2002,CIN,SS,,nflverse CIN
Manuel,Marquand,1979-07-11,2003,CIN,SS,,nflverse CIN
Manumaleuna,Brandon,1980-01-04,2002,STL,TE,,nflverse SL
Manumaleuna,Brandon,1980-01-04,2003,STL,TE,,nflverse SL
Mare,Olindo,1973-06-06,1997,MIA,K,,nflverse MIA
Mare,Olindo,1973-06-06,1998,MIA,K,,nflverse MIA
Mare,Olindo,1973-06-06,1999,MIA,K,,nflverse MIA
Mare,Olindo,1973-06-06,2000,MIA,K,,nflverse MIA
Mare,Olindo,1973-06-06,2001,MIA,K,,nflverse MIA
Mare,Olindo,1973-06-06,2002,MIA,K,,nflverse MIA
Mare,Olindo,1973-06-06,2003,MIA,K,,nflverse MIA
Marion,Brock,1970-06-11,1993,DAL,FS,,nflverse DAL
Marion,Brock,1970-06-11,1994,DAL,FS,,nflverse DAL
Marion,Brock,1970-06-11,1995,DAL,FS,,nflverse DAL
Marion,Brock,1970-06-11,1996,DAL,FS,,nflverse DAL
Marion,Brock,1970-06-11,1997,DAL,FS,,nflverse DAL
Marion,Brock,1970-06-11,1998,MIA,FS,,nflverse MIA
Marion,Brock,1970-06-11,1999,MIA,FS,,nflverse MIA
Marion,Brock,1970-06-11,2000,MIA,FS,,nflverse MIA
Marion,Brock,1970-06-11,2001,MIA,FS,,nflverse MIA
Marion,Brock,1970-06-11,2002,MIA,FS,,nflverse MIA
Marion,Brock,1970-06-11,2003,MIA,FS,,nflverse MIA
Marler,Seth,1981-03-27,2003,JAX,K,,nflverse JAX
Marshall,Lemar,1976-12-17,2002,WAS,OLB,,nflverse WAS
Marshall,Lemar,1976-12-17,2003,WAS,OLB,,nflverse WAS
Marshall,Torrance,1977-06-12,2001,GB,ILB,,nflverse GB
Marshall,Torrance,1977-06-12,2002,GB,ILB,,nflverse GB
Marshall,Torrance,1977-06-12,2003,GB,ILB,,nflverse GB
Martin,Curtis,1973-05-01,1995,NE,RB,,nflverse NE
Martin,Curtis,1973-05-01,1996,NE,RB,,nflverse NE
Martin,Curtis,1973-05-01,1997,NE,RB,,nflverse NE
Martin,Curtis,1973-05-01,1998,NYJ,RB,,nflverse NYJ
Martin,Curtis,1973-05-01,1999,NYJ,RB,,nflverse NYJ
Martin,Curtis,1973-05-01,2000,NYJ,RB,,nflverse NYJ
Martin,Curtis,1973-05-01,2001,NYJ,RB,,nflverse NYJ
Martin,Curtis,1973-05-01,2002,NYJ,RB,,nflverse NYJ
Martin,Curtis,1973-05-01,2003,NYJ,RB,,nflverse NYJ
Martin,David,1979-03-13,2001,GB,TE,,nflverse GB
Martin,David,1979-03-13,2002,GB,TE,,nflverse GB
Martin,David,1979-03-13,2003,GB,TE,,nflverse GB
Martin,Steve,1974-05-31,1996,IND,DT,,nflverse IND
Martin,Steve,1974-05-31,1997,IND,DT,,nflverse IND
Martin,Steve,1974-05-31,1998,PHI,DT,,nflverse PHI
Martin,Steve,1974-05-31,1999,PHI,DT,,nflverse PHI
Martin,Steve,1974-05-31,2000,KC,DT,,nflverse KC
Martin,Steve,1974-05-31,2001,NYJ,DT,,nflverse NYJ
Martin,Steve,1974-05-31,2002,NE,DT,,nflverse NE
Martin,Steve,1974-05-31,2003,HOU,DT,,nflverse HST
Martin,Tee,1978-07-25,2000,PIT,QB,,nflverse PIT
Martin,Tee,1978-07-25,2001,PIT,QB,,nflverse PIT
Martin,Tee,1978-07-25,2003,OAK,QB,,nflverse OAK
Maslowski,Mike,1974-07-11,1999,KC,ILB,,nflverse KC
Maslowski,Mike,1974-07-11,2000,KC,ILB,,nflverse KC
Maslowski,Mike,1974-07-11,2001,KC,ILB,,nflverse KC
Maslowski,Mike,1974-07-11,2002,KC,ILB,,nflverse KC
Maslowski,Mike,1974-07-11,2003,KC,ILB,,nflverse KC
Mason,Derrick,1974-01-17,1997,TEN,WR,,nflverse TEN
Mason,Derrick,1974-01-17,1998,TEN,WR,,nflverse TEN
Mason,Derrick,1974-01-17,1999,TEN,WR,,nflverse TEN
Mason,Derrick,1974-01-17,2000,TEN,WR,,nflverse TEN
Mason,Derrick,1974-01-17,2001,TEN,WR,,nflverse TEN
Mason,Derrick,1974-01-17,2002,TEN,WR,,nflverse TEN
Mason,Derrick,1974-01-17,2003,TEN,WR,,nflverse TEN
Massey,Chris,1979-08-21,2002,STL,FB,,nflverse SL
Massey,Chris,1979-08-21,2003,STL,FB,,nflverse SL
Mathis,Kevin,1974-04-29,1997,DAL,CB,,nflverse DAL
Mathis,Kevin,1974-04-29,1998,DAL,CB,,nflverse DAL
Mathis,Kevin,1974-04-29,1999,DAL,CB,,nflverse DAL
Mathis,Kevin,1974-04-29,2000,NO,CB,,nflverse NO
Mathis,Kevin,1974-04-29,2001,NO,CB,,nflverse NO
Mathis,Kevin,1974-04-29,2002,ATL,CB,,nflverse ATL
Mathis,Kevin,1974-04-29,2003,ATL,CB,,nflverse ATL
Mathis,Rashean,1980-08-27,2003,JAX,CB,,nflverse JAX
Mathis,Robert,1981-02-26,2003,IND,DE,,nflverse IND
Maynard,Brad,1974-02-09,1997,NYG,P,,nflverse NYG
Maynard,Brad,1974-02-09,1998,NYG,P,,nflverse NYG
Maynard,Brad,1974-02-09,1999,NYG,P,,nflverse NYG
Maynard,Brad,1974-02-09,2000,NYG,P,,nflverse NYG
Maynard,Brad,1974-02-09,2001,CHI,P,,nflverse CHI
Maynard,Brad,1974-02-09,2002,CHI,P,,nflverse CHI
Maynard,Brad,1974-02-09,2003,CHI,P,,nflverse CHI
Mays,Lee,1978-09-18,2002,PIT,WR,,nflverse PIT
Mays,Lee,1978-09-18,2003,PIT,WR,,nflverse PIT
McAddley,Jason,1979-07-28,2002,ARZ,WR,,nflverse ARZ
McAddley,Jason,1979-07-28,2003,ARZ,WR,,nflverse ARZ
McAlister,Chris,1977-06-14,1999,BAL,CB,,nflverse BAL
McAlister,Chris,1977-06-14,2000,BAL,CB,,nflverse BAL
McAlister,Chris,1977-06-14,2001,BAL,CB,,nflverse BAL
McAlister,Chris,1977-06-14,2002,BAL,CB,,nflverse BLT
McAlister,Chris,1977-06-14,2003,BAL,CB,,nflverse BLT
McAllister,Deuce,1978-12-27,2001,NO,RB,,nflverse NO
McAllister,Deuce,1978-12-27,2002,NO,RB,,nflverse NO
McAllister,Deuce,1978-12-27,2003,NO,RB,,nflverse NO
McBride,Tod,1976-01-26,1999,GB,CB,,nflverse GB
McBride,Tod,1976-01-26,2000,GB,CB,,nflverse GB
McBride,Tod,1976-01-26,2001,GB,CB,,nflverse GB
McBride,Tod,1976-01-26,2002,GB,CB,,nflverse GB
McBride,Tod,1976-01-26,2003,ATL,CB,,nflverse ATL
McCants,Darnerien,1978-08-01,2001,WAS,WR,,nflverse WAS
McCants,Darnerien,1978-08-01,2002,WAS,WR,,nflverse WAS
McCants,Darnerien,1978-08-01,2003,WAS,WR,,nflverse WAS
McCardell,Keenan,1970-01-06,1992,CLE,WR,,nflverse CLE
McCardell,Keenan,1970-01-06,1993,CLE,WR,,nflverse CLE
McCardell,Keenan,1970-01-06,1994,CLE,WR,,nflverse CLE
McCardell,Keenan,1970-01-06,1995,CLE,WR,,nflverse CLE
McCardell,Keenan,1970-01-06,1996,JAX,WR,,nflverse JAX
McCardell,Keenan,1970-01-06,1997,JAX,WR,,nflverse JAX
McCardell,Keenan,1970-01-06,1998,JAX,WR,,nflverse JAX
McCardell,Keenan,1970-01-06,1999,JAX,WR,,nflverse JAX
McCardell,Keenan,1970-01-06,2000,JAX,WR,,nflverse JAX
McCardell,Keenan,1970-01-06,2001,JAX,WR,,nflverse JAX
McCardell,Keenan,1970-01-06,2002,TB,WR,,nflverse TB
McCardell,Keenan,1970-01-06,2003,TB,WR,,nflverse TB
McCareins,Justin,1978-12-01,2001,TEN,WR,,nflverse TEN
McCareins,Justin,1978-12-01,2002,TEN,WR,,nflverse TEN
McCareins,Justin,1978-12-01,2003,TEN,WR,,nflverse TEN
McCleon,Dexter,1973-10-09,1997,STL,CB,,nflverse STL
McCleon,Dexter,1973-10-09,1998,STL,CB,,nflverse STL
McCleon,Dexter,1973-10-09,1999,STL,CB,,nflverse STL
McCleon,Dexter,1973-10-09,2000,STL,CB,,nflverse STL
McCleon,Dexter,1973-10-09,2001,STL,CB,,nflverse STL
McCleon,Dexter,1973-10-09,2002,STL,CB,,nflverse SL
McCleon,Dexter,1973-10-09,2003,KC,CB,,nflverse KC
McCord,Quentin,1978-06-26,2001,ATL,WR,,nflverse ATL
McCord,Quentin,1978-06-26,2002,ATL,WR,,nflverse ATL
McCord,Quentin,1978-06-26,2003,ATL,WR,,nflverse ATL
McCown,Josh,1979-07-04,2002,ARZ,QB,,nflverse ARZ
McCown,Josh,1979-07-04,2003,ARZ,QB,,nflverse ARZ
McCrary,Fred,1972-09-19,1995,PHI,FB,,nflverse PHI
McCrary,Fred,1972-09-19,1997,NO,FB,,nflverse NO
McCrary,Fred,1972-09-19,1999,SD,FB,,nflverse LAC
McCrary,Fred,1972-09-19,2000,SD,FB,,nflverse LAC
McCrary,Fred,1972-09-19,2001,SD,FB,,nflverse LAC
McCrary,Fred,1972-09-19,2002,SD,FB,,nflverse SD
McCrary,Fred,1972-09-19,2003,NE,FB,,nflverse NE
McCree,Marlon,1977-03-17,2001,JAX,FS,,nflverse JAX
McCree,Marlon,1977-03-17,2002,JAX,FS,,nflverse JAX
McCree,Marlon,1977-03-17,2003,HOU,FS,,nflverse HST
McDougle,Jerome,1978-12-15,2003,PHI,DE,,nflverse PHI
McFarland,Anthony,1977-12-18,1999,TB,DT,,nflverse TB
McFarland,Anthony,1977-12-18,2000,TB,DT,,nflverse TB
McFarland,Anthony,1977-12-18,2001,TB,DT,,nflverse TB
McFarland,Anthony,1977-12-18,2002,TB,DT,,nflverse TB
McFarland,Anthony,1977-12-18,2003,TB,DT,,nflverse TB
McGee,Terrence,1980-10-14,2003,BUF,CB,,nflverse BUF
McGinest,Willie,1971-12-11,1994,NE,OLB,,nflverse NE
McGinest,Willie,1971-12-11,1995,NE,OLB,,nflverse NE
McGinest,Willie,1971-12-11,1996,NE,OLB,,nflverse NE
McGinest,Willie,1971-12-11,1997,NE,OLB,,nflverse NE
McGinest,Willie,1971-12-11,1998,NE,OLB,,nflverse NE
McGinest,Willie,1971-12-11,1999,NE,OLB,,nflverse NE
McGinest,Willie,1971-12-11,2000,NE,OLB,,nflverse NE
McGinest,Willie,1971-12-11,2001,NE,OLB,,nflverse NE
McGinest,Willie,1971-12-11,2002,NE,OLB,,nflverse NE
McGinest,Willie,1971-12-11,2003,NE,OLB,,nflverse NE
McGraw,Jon,1979-04-02,2002,NYJ,FS,,nflverse NYJ
McGraw,Jon,1979-04-02,2003,NYJ,FS,,nflverse NYJ
McKenzie,Keith,1973-10-17,1996,GB,DE,,nflverse GB
McKenzie,Keith,1973-10-17,1997,GB,DE,,nflverse GB
McKenzie,Keith,1973-10-17,1998,GB,DE,,nflverse GB
McKenzie,Keith,1973-10-17,1999,GB,DE,,nflverse GB
McKenzie,Keith,1973-10-17,2000,CLE,DE,,nflverse CLE
McKenzie,Keith,1973-10-17,2001,CLE,DE,,nflverse CLE
